hostname,ip,os,ram_gb,department,last_update
lt-81.edwards.com,10.57.224.22,Windows Server 2019,2,Seguridad,2026-05-11
lt-05.hernandez.info,192.168.230.41,CentOS 7,64,IT,2026-05-18
db-74.peck-lee.com,172.16.253.135,Ubuntu 22.04,8,Operaciones,2026-04-29
lt-04.jacobs-willis.com,10.92.153.159,Ubuntu 22.04,16,Operaciones,2024-04-14
desktop-43.martin-kline.com,10.164.156.57,Ubuntu 22.04,64,RRHH,2025-02-20
laptop-78.baker-cohen.com,10.182.49.10,Debian 11,64,Operaciones,2026-03-13
web-81.anderson.org,192.168.200.108,Windows Server 2022,64,Marketing,2025-09-27
desktop-20.rich.com,192.168.243.228,Debian 11,64,Finanzas,2026-04-08
srv-36.david-smith.com,172.24.37.0,Windows Server 2022,4,Finanzas,2023-09-05
email-66.mccormick.com,172.24.97.215,Windows Server 2022,2,Finanzas,2025-03-07
desktop-23.lewis-walker.com,10.251.192.177,Ubuntu 22.04,2,RRHH,2026-04-21
web-46.gallagher-jackson.org,172.29.184.89,Windows Server 2022,32,RRHH,2025-12-08
lt-39.barnes.com,172.25.75.155,Windows Server 2019,2,Marketing,2025-08-12
lt-66.anderson.com,10.211.121.198,Windows Server 2022,32,IT,2024-06-09
